response_time_ms,signature_valid,attempts,device_id,is_attack,hour,day_of_week,is_bot,geo_FR,geo_TN,geo_UNKNOWN,geo_US
-0.8879222992069206,1,-0.9937766238292902,device_115,0,10,0,1,True,False,False,False
-0.8465827287381121,1,0.08057648301318564,device_16,0,10,0,0,False,True,False,False
-0.5365359502220483,1,0.08057648301318564,device_215,1,10,0,1,True,False,False,False
0.000878465872462263,1,0.08057648301318564,device_143,0,10,0,1,True,False,False,False
0.26958567391971755,1,0.08057648301318564,device_50,0,10,0,0,False,False,False,True
0.10422739204448353,1,-0.9937766238292902,device_64,1,10,0,1,False,False,False,False
0.8276698752486323,1,0.08057648301318564,device_339,0,10,0,0,True,False,False,False
-1.2806482186606014,1,0.08057648301318564,device_143,0,10,0,0,False,False,False,False
-0.7432338025660908,1,0.08057648301318564,device_108,0,10,0,1,False,False,False,True
-0.8259129435037078,1,1.1549295898556615,device_237,0,10,0,1,False,False,False,False
0.39360438532614306,1,0.08057648301318564,device_17,0,10,0,1,False,False,False,True
1.8818289222032492,1,2.2292826966981374,device_368,1,10,0,1,False,False,False,True
1.8404893517344407,1,-0.9937766238292902,device_72,0,10,0,1,True,False,False,False
-1.0532805810821546,1,1.1549295898556615,device_113,0,10,0,1,True,False,False,False
-0.6398848763940695,1,-0.9937766238292902,device_79,0,10,0,0,True,False,False,False
0.6416418081389941,1,1.1549295898556615,device_306,0,10,0,0,False,False,False,False
-0.37117766834681426,1,1.1549295898556615,device_385,0,10,0,1,False,False,False,True
0.5382928819669728,1,1.1549295898556615,device_233,0,10,0,1,False,True,False,False
-0.9912712253789419,1,0.08057648301318564,device_328,0,10,0,1,False,False,True,False
0.000878465872462263,1,0.08057648301318564,device_277,0,10,0,1,False,False,True,False
-1.838732419989516,1,0.08057648301318564,device_186,0,10,0,0,False,False,False,True
0.22824610345090904,1,0.08057648301318564,device_375,0,10,0,0,False,False,False,False
-1.2393086481917928,1,0.08057648301318564,device_85,1,10,0,1,False,False,False,True
0.12489717727888777,1,0.08057648301318564,device_205,0,10,0,1,False,False,False,True
-0.5572057354564526,1,0.08057648301318564,device_33,0,10,0,1,False,False,False,True
-0.515866164987644,1,0.08057648301318564,device_363,0,10,0,0,False,True,False,False
0.2075763182165048,1,2.2292826966981374,device_264,0,10,0,0,True,False,False,False
0.26958567391971755,1,-0.9937766238292902,device_296,1,10,0,1,False,False,False,False
-0.185149601237176,1,-0.9937766238292902,device_338,0,10,0,0,False,False,False,False
1.0343677275926748,1,1.1549295898556615,device_345,0,10,0,0,False,True,False,False
0.2075763182165048,1,2.2292826966981374,device_99,0,10,0,1,True,False,False,False
-0.35050788311241005,1,1.1549295898556615,device_143,0,10,0,1,False,False,False,False
-0.08180067506515475,1,-0.9937766238292902,device_334,0,10,0,0,False,False,True,False
-1.838732419989516,1,1.1549295898556615,device_249,0,10,0,0,False,False,False,False
-0.5778755206908568,1,0.08057648301318564,device_2,0,10,0,0,False,False,False,False
-0.4125172388156228,1,0.08057648301318564,device_339,1,10,0,1,False,False,False,False
-0.102470460299559,1,0.08057648301318564,device_30,0,10,0,1,False,True,False,False
1.2824051504055258,1,-0.9937766238292902,device_42,1,10,0,1,True,False,False,False
-0.47452659451883555,1,0.08057648301318564,device_127,1,10,0,1,False,False,True,False
0.22824610345090904,1,-0.9937766238292902,device_105,0,10,0,1,False,False,False,True
1.4270936470463558,1,-0.9937766238292902,device_235,0,10,0,1,False,False,False,True
1.055037512827079,1,-0.9937766238292902,device_276,0,10,0,0,True,False,False,False
1.0757072980614835,1,2.2292826966981374,device_126,0,10,0,0,False,False,False,True
-1.342657574363814,1,1.1549295898556615,device_335,1,10,0,1,False,False,True,False
-0.12314024553396324,1,1.1549295898556615,device_60,0,10,0,1,False,True,False,False
-0.9912712253789419,1,-0.9937766238292902,device_108,1,10,0,1,False,False,False,True
-0.5365359502220483,1,0.08057648301318564,device_48,0,10,0,0,False,False,False,False
-0.08180067506515475,1,-0.9937766238292902,device_327,0,10,0,1,False,False,False,True
0.2075763182165048,1,-0.9937766238292902,device_39,0,10,0,0,True,False,False,False
0.3315950296229303,1,0.08057648301318564,device_66,0,10,0,0,False,True,False,False
-0.5365359502220483,1,-0.9937766238292902,device_350,0,10,0,1,True,False,False,False
0.8483396604830366,1,0.08057648301318564,device_384,0,10,0,1,True,False,False,False
-1.838732419989516,1,-0.9937766238292902,device_92,0,10,0,0,False,False,False,True
-0.2884985274091973,1,0.08057648301318564,device_196,0,10,0,0,False,True,False,False
0.9930281571238664,1,-0.9937766238292902,device_157,0,10,0,1,True,False,False,False
1.7784799960312279,1,-0.9937766238292902,device_143,0,11,0,1,False,True,False,False
0.08355760681007927,1,1.1549295898556615,device_60,0,11,0,0,False,False,False,True
1.2203957947023132,1,3.3036358035406135,device_223,0,11,0,1,False,False,False,True
-1.838732419989516,1,0.08057648301318564,device_98,1,11,0,1,False,False,False,True
0.7036511638422068,1,1.1549295898556615,device_36,0,11,0,0,False,False,False,True
1.2824051504055258,1,-0.9937766238292902,device_159,1,11,0,1,False,False,False,False
1.8198195665000365,1,-0.9937766238292902,device_341,0,11,0,0,False,False,False,False
-0.24715895694038875,1,2.2292826966981374,device_1,1,11,0,1,False,False,False,True
-1.838732419989516,1,-0.9937766238292902,device_346,0,11,0,0,True,False,False,False
-0.763903587800495,1,-0.9937766238292902,device_264,0,11,0,1,False,False,True,False
-1.3633273595982185,1,-0.9937766238292902,device_102,0,11,0,1,True,False,False,False
-1.4460065005358353,1,-0.9937766238292902,device_394,1,11,0,1,False,True,False,False
-0.08180067506515475,1,0.08057648301318564,device_125,0,11,0,0,True,False,False,False
1.137716653764696,1,0.08057648301318564,device_91,0,11,0,1,False,False,True,False
-0.5778755206908568,1,0.08057648301318564,device_69,0,11,0,0,False,False,False,False
-0.9085920844413249,1,1.1549295898556615,device_229,0,11,0,1,True,False,False,False
0.2902554591541218,1,0.08057648301318564,device_393,0,11,0,1,False,False,True,False
-0.7225640173316865,1,1.1549295898556615,device_366,0,11,0,0,False,False,False,True
-1.5493554267078566,1,-0.9937766238292902,device_42,1,11,0,1,True,False,False,False
-0.49519637975323977,1,-0.9937766238292902,device_209,0,11,0,0,False,False,False,True
0.16623674774769628,1,0.08057648301318564,device_216,0,11,0,1,False,False,False,False
-0.8465827287381121,1,-0.9937766238292902,device_181,0,11,0,0,False,False,False,True
-1.838732419989516,1,0.08057648301318564,device_140,0,11,0,1,False,False,False,False
-0.2264891717059845,1,1.1549295898556615,device_371,0,11,0,0,True,False,False,False
-0.6605546616284738,1,-0.9937766238292902,device_289,1,11,0,1,False,True,False,False
0.7449907343110154,1,1.1549295898556615,device_134,0,11,0,0,False,False,False,False
0.24891588868531328,1,-0.9937766238292902,device_390,0,11,0,1,False,False,False,False
-1.1772992924885801,0,0.08057648301318564,device_10,1,11,0,0,False,False,True,False
0.12489717727888777,1,0.08057648301318564,device_127,0,11,0,0,True,False,False,False
0.16623674774769628,1,2.2292826966981374,device_343,0,11,0,0,False,True,False,False
-1.0532805810821546,1,0.08057648301318564,device_86,0,11,0,1,False,False,True,False
1.055037512827079,1,3.3036358035406135,device_297,0,11,0,0,False,True,False,False
-0.6812244468628781,1,0.08057648301318564,device_304,0,11,0,0,True,False,False,False
1.6544612846248024,1,0.08057648301318564,device_273,0,11,0,1,False,False,False,False
0.8070000900142281,1,-0.9937766238292902,device_216,0,11,0,0,False,False,False,False
-0.3091683126436015,1,-0.9937766238292902,device_223,0,11,0,1,True,False,False,False
0.8070000900142281,1,0.08057648301318564,device_375,0,11,0,0,False,False,True,False
-0.1438100307683675,1,1.1549295898556615,device_231,0,11,0,1,True,False,False,False
-0.7225640173316865,1,1.1549295898556615,device_167,0,11,0,0,True,False,False,False
-0.04046110459634624,1,1.1549295898556615,device_144,0,11,0,1,False,False,True,False
-1.1772992924885801,1,-0.9937766238292902,device_124,0,11,0,0,False,False,False,False
-1.1152899367853673,1,0.08057648301318564,device_9,0,11,0,0,False,True,False,False
-0.37117766834681426,1,0.08057648301318564,device_340,0,11,0,1,False,False,True,False
-0.08180067506515475,1,2.2292826966981374,device_170,0,11,0,1,False,False,False,True
0.24891588868531328,1,0.08057648301318564,device_370,0,11,0,0,True,False,False,False
0.5589626672013771,1,0.08057648301318564,device_379,0,11,0,1,False,False,False,False
-1.838732419989516,1,0.08057648301318564,device_117,0,11,0,1,False,False,False,True
-1.094620151550963,1,-0.9937766238292902,device_24,0,11,0,1,False,True,False,False
-0.8879222992069206,1,-0.9937766238292902,device_7,0,11,0,0,False,False,True,False
0.08355760681007927,1,0.08057648301318564,device_95,0,11,0,1,False,True,False,False
0.5176230967325686,1,0.08057648301318564,device_252,0,11,0,0,False,True,False,False
0.31092524438852603,1,0.08057648301318564,device_156,0,11,0,1,False,True,False,False
0.9310188014206536,1,-0.9937766238292902,device_227,0,11,0,0,False,False,False,True
2.749959902048228,1,2.2292826966981374,device_379,0,11,0,1,False,True,False,False
-1.5493554267078566,1,-0.9937766238292902,device_123,0,11,0,1,True,False,False,False
-0.37117766834681426,1,-0.9937766238292902,device_231,0,11,0,0,False,False,True,False
0.31092524438852603,1,0.08057648301318564,device_362,0,11,0,1,False,False,False,True
0.39360438532614306,1,1.1549295898556615,device_321,0,11,0,1,False,False,True,False
-0.01979131936194199,1,-0.9937766238292902,device_116,0,11,0,1,True,False,False,False
-0.598545305925261,1,0.08057648301318564,device_305,0,11,0,1,False,False,True,False
1.4270936470463558,1,1.1549295898556615,device_359,0,11,0,1,False,False,False,False
0.43494395579495154,1,-0.9937766238292902,device_21,0,11,0,1,False,False,False,False
1.5511123584527813,1,1.1549295898556615,device_346,0,11,0,1,False,False,True,False
-0.12314024553396324,1,1.1549295898556615,device_241,0,11,0,1,False,False,True,False
1.055037512827079,1,1.1549295898556615,device_224,0,11,0,1,False,False,False,False
-0.4125172388156228,1,0.08057648301318564,device_344,0,11,0,1,False,True,False,False
-0.763903587800495,1,0.08057648301318564,device_340,0,11,0,1,False,False,False,False
-0.5365359502220483,0,2.2292826966981374,device_130,1,11,0,1,False,False,False,True
0.8896792309518451,1,2.2292826966981374,device_97,0,12,0,0,False,False,True,False
-0.7845733730348993,1,-0.9937766238292902,device_137,0,12,0,1,False,False,True,False
0.22824610345090904,1,0.08057648301318564,device_15,0,12,0,0,False,False,True,False
-0.8052431582693036,1,0.08057648301318564,device_209,1,12,0,1,False,True,False,False
-0.3091683126436015,1,0.08057648301318564,device_367,0,12,0,0,False,False,False,True
0.021548251106866517,1,0.08057648301318564,device_125,0,12,0,0,False,False,False,False
-0.8259129435037078,1,0.08057648301318564,device_261,0,12,0,1,True,False,False,False
-0.7845733730348993,1,1.1549295898556615,device_145,0,12,0,0,False,False,False,True
-0.9499316549101333,1,0.08057648301318564,device_248,1,12,0,1,False,False,False,True
0.08355760681007927,1,-0.9937766238292902,device_358,0,12,0,1,True,False,False,False
0.04221803634127077,1,-0.9937766238292902,device_163,0,12,0,0,False,False,False,False
